Name,Title,Total students,Reviews,Udemy link,Social links
Michael Eramo,"Educator, Master Teacher, Self-Taught Programmer","173,487","4,131",https://www.udemy.com/user/michaeleramo/,['http://www.theartofdoingcs.com']
Vitality Health,Holistic Health & Wellness Instructors,"4,069",166,https://www.udemy.com/user/leon-bryant-4/,[]
"Donatus Obomighie, PhD, MSc, PMP",Instructor & Engineer,"9,103","1,245",https://www.udemy.com/user/don-oboms/,['https://www.facebook.com/Don-OB-106963698352942']
"Emma Hitt Nichols, PhD",Medical Communications,"26,041","3,510",https://www.udemy.com/user/emma-nichols-2/,"['http://www.6weekcourse.com', 'https://linkedin.com/in/emmahittnichols/', 'https://www.youtube.com/visualmedcomms']"
"Roohi Bansal, Ph.D.","Author, Entrepreneur & Ph.D.","14,932","4,462",https://www.udemy.com/user/roohi-bansal/,[]
Mohasin Bargir,"Owner of MB Construction, Founder of Pentagon Consultant","3,085",165,https://www.udemy.com/user/mohasin-nasir-bargir/,"['http://www.instagram.com/the_mohasin8885', 'https://twitter.com/TheMohasin8885?s=09']"
Peter Alkema,Business | Technology | Self Development,"162,453","37,507",https://www.udemy.com/user/peter-alkema-2/,"['http://www.peteralkema.com', 'https://twitter.com/peteralkema', 'https://www.facebook.com/groups/1067523283704724', 'https://linkedin.com/in/peteralkema', 'https://www.youtube.com/channel/UCRoBccwWx8lC4D6qO3U8DkQ']"
Mike Fingland Ontario Certified Teacher,"B.A., B.Ed., Ontario Certified Teacher of English and ESL",916,237,https://www.udemy.com/user/mike-fingland/,[]
Sashi Sivramkrishna,Economist,839,166,https://www.udemy.com/user/sashi-sivramkrishna/,['https://twitter.com/Sashi31363']
Manuel Gómez,Power Electronics Engineer,774,167,https://www.udemy.com/user/manuel-colmenero/,[]
Jeison Gonzalez,Teacher,"3,745",160,https://www.udemy.com/user/jeison-gonzalez-2/,['https://misfitteachers.com/']
Shay Singh,IELTS Instructor at Mastership,"12,669","1,192",https://www.udemy.com/user/mastership/,"['http://www.mastership.co', 'https://twitter.com/mastershipclass', 'https://www.facebook.com/mastershipclass', 'https://www.youtube.com/channel/UCo8nQ5LlZOba72fvVscuJjQ']"
N S Toor,A Banking Teacher,"1,117",150,https://www.udemy.com/user/toorns/,"['http://www.bankingindiaupdate.com', 'https://www.youtube.com/nstoor']"
English University,Premium courses,"2,968",150,https://www.udemy.com/user/englishuniversity/,[]
Infinite Knowledge,Start Your Path To Incredible Knowledge Today With Experts!,"20,184","1,394",https://www.udemy.com/user/infinite-knowledge-2/,[]
PE Buddy,Your Online PE Teacher!,"4,413",282,https://www.udemy.com/user/jamie-de-smit/,"['https://www.onlinepebuddy.com/', 'https://twitter.com/PEwithMrD1', 'https://www.facebook.com/PEBuddyTV', 'https://linkedin.com/in/jamiedesmit/', 'https://www.youtube.com/pebuddy/c']"
Bach Pham,Curious Learner,562,150,https://www.udemy.com/user/bach-pham-2/,"['https://github.com/koolseal', 'https://linkedin.com/in/bachpham']"
RAHUL NK,CIVIL ENGINEER / STRUCTURAL ENGINEER / ACADEMICIAN,"3,280",209,https://www.udemy.com/user/rahul-nk-4/,"['https://www.facebook.com/Rahulnk N K Rahul', 'https://linkedin.com/in/RAHUL NK', 'https://www.youtube.com/Rahul NK']"
Dror Hashai,Business Simulation expert,"6,186",150,https://www.udemy.com/user/dror-hashai/,"['https://www.facebook.com/https://www.facebook.com/CapsimTutoring', 'https://linkedin.com/in/dror-hashai-702765bb/', 'https://www.youtube.com/@DraverCapstone']"
Khaled Alkhudari,Sr Oracle Developer/ Sr system analyst,"57,188","15,087",https://www.udemy.com/user/3fa2a384-4d07-4994-b864-0f1a8cbc579a/,"['https://maxvlearn.com/', 'https://twitter.com/khaledalkhudari', 'https://www.facebook.com/MAXVLEARN', 'https://linkedin.com/in/khaled-alkhudari-9595a225']"
Devin Egber,"Writer, Instructor, and Producer for HIGHER CALENDAR","7,372",458,https://www.udemy.com/user/devin-410/,[]
Emanuele Pesaresi,PhD in Mechanics and Advanced Engineering Sciences,"31,502",450,https://www.udemy.com/user/emanuele-pesaresi/,"['https://emanuele-s-school-45b2.thinkific.com/collections', 'https://www.facebook.com//STEM-skills-Math-physics-online-courses-104373361746832', 'https://linkedin.com/in/emanuele-pesaresi-3528351a4/?locale=en_US', 'https://www.youtube.com/channel/UCogZzcVKp04Q9O4yMpCaq0A']"
Talal El Awar,Professional Engineer,772,174,https://www.udemy.com/user/talal-el-awar/,[]
Laurence Kim,"Photographer, Small Business Coach and Teaching Expert","3,225",762,https://www.udemy.com/user/laurencekim/,['https://www.facebook.com/laurencelkim']
Dr. Jason Dinsmore,The OChem Whisperer,"4,193",274,https://www.udemy.com/user/jason-341/,"['https://www.instagram.com/organicchemistoncall', 'https://twitter.com/https://twitter.com/orgchemoncall', 'https://www.facebook.com/https://www.facebook.com/OrganicChemistOnCall/', 'https://linkedin.com/https://www.linkedin.com/in/jason-dinsmore-a71527b', 'https://www.youtube.com/https://www.youtube.com/user/OrganicChemistOnCall']"
Sham Sunder,Data Scientist and a Professional Trainer,"4,261",197,https://www.udemy.com/user/64a61b3e-a677-49d2-bb04-b8472cf3b28f/,[]
Tetiana Pereloma,Chinese Lecturer,"22,330",148,https://www.udemy.com/user/tetiana-pereloma/,"['https://www.facebook.com/Tetiana Pereloma', 'https://linkedin.com/in/tetiana-pereloma-26b74461']"
Michael Peterson,Organic chemistry instructor,"1,789",259,https://www.udemy.com/user/michaelpalian/,"['https://www.aceorganicchem.com', 'https://www.facebook.com/pages/Organic-Chemistry-Help-by-AceOrganicChemcom/111153708901583']"
Leigh Hall,Associate Professor; University of North Carolina,"3,550",693,https://www.udemy.com/user/leighhall/,"['http://leighahall.wordpress.com/', 'https://twitter.com/leighahall', 'https://www.facebook.com/https://www.facebook.com/leighahallconsulting', 'https://www.youtube.com/https://www.youtube.com/channel/UCTKjguKPmP076wrShnMeGoQ']"
Hong Zhu (FROGLANG),Chinese instructor and interpreter,"1,514",183,https://www.udemy.com/user/hong-zhu-3/,"['http://froglang.com', 'https://www.youtube.com/channel/UCfm_pc59bYG3_Ee2jDOYuFw']"
Ernesto Bejarano,"""The Bridge Between Human Services and Tech""",645,246,https://www.udemy.com/user/ernesto-bejarano/,"['https://www.socialworkmentor.com', 'https://twitter.com/socialwrkmentor', 'https://www.facebook.com/socialworkmentor', 'https://linkedin.com/socialworkmentor', 'https://www.youtube.com//channel/UCiOZ3Tw473VIHF38kIu4hrQ']"
Shakir Elahi,Shakir Elahi,"110,999","8,439",https://www.udemy.com/user/556b5b750fd47/,[]
Luke McGibbon,"Therapist, Makaton speaker, comedian",611,147,https://www.udemy.com/user/luke-mcgibbon/,"['https://linktr.ee/whoisLukemcgibb', 'https://twitter.com/whoislukemcgibb', 'https://www.youtube.com/channel/UCIqattOQ1QEAp80SpUEfD_g']"
Hussain Basha Syed,Computational Biologist / Chemist,"2,503",527,https://www.udemy.com/user/hussain-basha-syed/,"['https://www.innovativeinformatica.com/', 'https://twitter.com/hassainbasha53', 'https://www.facebook.com/SyedBasha53', 'https://linkedin.com/in/syedhussainbasha']"
Renu Shashi,Mathematics Instructor,"4,387",146,https://www.udemy.com/user/renuka-shashikant-2/,[]
Sheila Lebedenko,Smooth English,"46,069",767,https://www.udemy.com/user/sheila-lebedenko/,"['http://www.smooth-english.com', 'https://twitter.com/EnglishSmooth', 'https://www.facebook.com/Smooth-English-267000010076241/', 'https://linkedin.com/in/sheila-lebedenko-3bb08117', 'https://www.youtube.com/channel/UCgzDH93bqZxn7F5fLLhmRXw']"
Chidi Igwe,"Assistant Professor, University of Regina","1,160",166,https://www.udemy.com/user/chidi-igwe-2/,['https://www.igboschool.com/']
Dr. Muhammad Naeem,PhD in Chemical Engineering,"14,235",711,https://www.udemy.com/user/muhammad-naeem-294/,['https://linkedin.com/in/dr-muhammad-naeem-32104b67']
Dr. Don J. Sharpsteen,"Psychology professor (retired), Missouri S&T","11,338",171,https://www.udemy.com/user/donsharpsteen/,[]
Letstute .... Make it Easy,An E-Learning Organization with Variety of Courses to Offer,"75,684","2,591",https://www.udemy.com/user/letstute-2/,"['https://www.letstute.com', 'https://twitter.com/letstute', 'https://www.facebook.com/letstutepage', 'https://linkedin.com/company/letstute', 'https://www.youtube.com/letstute']"
Dr. Omar AlThuwaynee,PhD. of Civil and Geomatics Engineering,"2,434",620,https://www.udemy.com/user/omar-f-althuwaynee/,"['https://scadacademy.com/', 'https://twitter.com/scadacademy', 'https://www.facebook.com/scadacademy', 'https://linkedin.com/in/omar-f-althuwaynee-60aa5438/', 'https://www.youtube.com/channel/UCzB_6jUYsWO1HP1hG0RbyeA']"
Philip Lee,SAT & ACT Perfect Score Expert,"7,924","2,414",https://www.udemy.com/user/55715a6772fc9/,['https://www.cpadmissions.com']
AD Chauhdry,"Researcher, Mathematician, and Data Scientist","86,398",901,https://www.udemy.com/user/allah-ditta-6/,[]
Aydan Ozden,R&D Formulation Development Executive,"1,282",433,https://www.udemy.com/user/aydan-ozden-2/,['https://linkedin.com//in/aydan-%C3%B6zden-3199275b/']
EL Multimedia,Ethiopian Languages,"5,873",137,https://www.udemy.com/user/el-multimedia/,[]
Amr Saleh,"Lecturer Assistant, Electrical Engineer, and Researcher","6,883","1,209",https://www.udemy.com/user/amr-saleh-42/,"['https://www.facebook.com/amr.saleh.7547/', 'https://linkedin.com/in/amr-saleh-ba3614243/', 'https://www.youtube.com/channel/UCaGg9qNvmDICUAkKytjiu3A']"
"
Sorry.
",,0,0,https://www.udemy.com/user/law-academy-online/,
"Ricardo Romero, PE",Professional Engineer | Owner at Romero Engineering Company,"17,568","3,709",https://www.udemy.com/user/f808a9a3-710a-49e6-ab11-c37f9b3ce444/,"['http://www.romeroengineering.co/courses', 'https://linkedin.com/in/ricardo-romero-pe-97b5583a', 'https://www.youtube.com/channel/UCKaxQ82ZkSx8fuenuB4dW3w']"
"Dr. Sangita Choudhury, MBBS, MD, General Medicine",Associate Professor in Medical College,856,183,https://www.udemy.com/user/sangita-choudhury-7/,[]
Dr. Swati Chakraborty,PhD in Human Rights | Faculty | Fellow,"71,274","1,247",https://www.udemy.com/user/swati-chakraborty-5/,"['https://twitter.com/hratcu', 'https://www.facebook.com/swati.chakraborty02', 'https://linkedin.com/swatichakraborty02/']"
Esther Clifford,Language Tutor,521,131,https://www.udemy.com/user/esther-clifford/,[]
Ehsan Jafari,"P.h.D at TU Dresden, Germany (Membrane lecturer)",993,143,https://www.udemy.com/user/ehsan-jafari-6/,"['https://linkedin.com/https://www.linkedin.com/in/ehsan-jafari-258419176/', 'https://www.youtube.com/https://studio.youtube.com/channel/UCoElBmnJN-jBvi5CgmIgP6g/videos/upload?filter=%5B%5D&sort=%7B%22columnType%22%3A%22date%22%2C']"
Ravindra Munje,Professional Trainer and Freelancer for research guidance,"3,309",131,https://www.udemy.com/user/ravindra-munje/,"['https://www.facebook.com//ravindra.munje', 'https://linkedin.com/in/dr-ravindra-munje-4abb04102/']"
Greg Holder,"Shark Conservationist, Free-diver and Scuba Instructor",501,131,https://www.udemy.com/user/greg-holder-6/,"['https://twitter.com/gingeundersea', 'https://www.facebook.com/gingeunderthesea', 'https://www.youtube.com/gingeunderthesea']"
Melissa Cole,English Tutor,"9,318",131,https://www.udemy.com/user/melissa-cole-28/,"['https://www.facebook.com/askanenglishtutor', 'https://www.youtube.com/@askanenglishtutor']"
Chandrika Varadachari,Chief Technology Officer & Research Scientist,843,207,https://www.udemy.com/user/chandrika-varadachari/,"['http://rcais.res.in/', 'https://twitter.com/https://twitter.com/SmartFertiliser', 'https://linkedin.com/https://www.linkedin.com/in/chandri/', 'https://www.youtube.com/https://www.youtube.com/channel/UCLBm4XocfyFsheAW4oaGHMw?view_as=subscriber']"
Burak BALLI,Makine Mühendisi,"1,622",273,https://www.udemy.com/user/burak-balli-2/,"['https://www.importfea.com', 'https://linkedin.com/https://www.linkedin.com/in/burak-balli-181815113/', 'https://www.youtube.com/channel/UCE_ghMFw0YgxMJCg2zDBwmw']"
Suraina Jhanwar,Freelance German & Spanish Language Instructor & Translator,776,134,https://www.udemy.com/user/suraina-jhanwar-2/,"['https://www.facebook.com/FeinheitLanguageClassesFaridabadGermanandSpanish', 'https://www.youtube.com/channel/UC4qDuEZsjjGcZawqKmpui7A']"
Brian McCabe,"Lecturer at California State University, Fullerton","1,948",429,https://www.udemy.com/user/brianmccabe/,['http://www.amazon.com/Regional-Conflict-Cooperation-Framework-Understanding/dp/163189966X/ref=sr_1_1?ie=UTF8&qid=1461702149&sr=8-1&keywords=Regional+conflict+and+cooperation%3A+A+framework+for+understanding']
Hidayah Taufek,PhD in Biotechnology and Biochemistry,"3,461",466,https://www.udemy.com/user/hidayah-taufek/,"['https://twitter.com/fisholover', 'https://www.facebook.com/fisholover', 'https://linkedin.com//in/norhidayah-mohd-taufek-49251814/']"
Wahid Elgohary,CPEng NER MEng Structural Engineer,751,182,https://www.udemy.com/user/wahid-elgohary/,"['https://linkedin.com/www.linkedin.com/in/mwahidelgohary', 'https://www.youtube.com/https://www.youtube.com/channel/UCP7txKfR0HJR5OCr_UkIKeg']"
Dhwani Patel,Teacher Trainer and Facilitator,520,130,https://www.udemy.com/user/dhwani-sudhir-patel/,[]
Michael Dewar,Linguist / Founder of Languages Collective,"3,838",173,https://www.udemy.com/user/michael-dewar-11/,['https://languagescollective.com/']
Michael Rubacha,California Police Academy Study Guide Presenter,"10,431","1,219",https://www.udemy.com/user/michaelrubacha/,"['http://www.epoliceacademy.com', 'https://www.facebook.com/ePoliceAcademy/', 'https://www.youtube.com/https://www.youtube.com/channel/UCPwxoadcE1dAU1WqK-kll2Q']"
"Malay Biswal PMP, SAFe PO/PM, Technology Enthusiast","Top-Rated Instructor, making-life-simple coach, 9k+ Students","28,951","2,445",https://www.udemy.com/user/malayakumarbiswal/,[]
Systems Innovation,eLearning for systems thinkers,"11,932","4,174",https://www.udemy.com/user/fotonlabs/,"['https://systemsinnovation.network', 'https://twitter.com/Sys_innovation']"
Essence Learning,"Founder at Essence Learning Institute, Bangalore, India","1,473",441,https://www.udemy.com/user/essence-learning-2/,"['http://www.essencelearning.in', 'https://www.facebook.com/EssenceLearning', 'https://linkedin.com/EssenceLearning']"
Emma Daskam,Professional Teacher of English as a Second Language,"1,164",129,https://www.udemy.com/user/emma-daskam-3/,['https://www.italki.com/teacher/6990795']
Derek Smith,Qualified and experienced Business English trainer,"329,701","12,292",https://www.udemy.com/user/c2e9f1d3-6f43-4131-8915-44a67254e4a0/,"['https://business-english-success.com', 'https://twitter.com/DerekSmith2112', 'https://www.facebook.com/Business-English-Success-1221188538007223/', 'https://linkedin.com/in/derek-smith-esforay', 'https://www.youtube.com/channel/UCH8qyryvwcFHw0IvgPlHesg']"
Abby Banks,Certified educator & experienced homeschooling mother of 5,525,128,https://www.udemy.com/user/abby-banks-2/,"['http://www.4onemore.com', 'https://www.facebook.com/4onemore']"
Mining Geologist,Mining engineer,"7,417","1,019",https://www.udemy.com/user/mining-geologist/,"['https://geo-trainings.com/', 'https://www.facebook.com/mininggeologists', 'https://linkedin.com/company/mining-geologist', 'https://www.youtube.com/c/MiningGeologist']"
J P,A Survivor,"4,351",397,https://www.udemy.com/user/jaiyesh-paraste/,[]
C. Abi Rached,American Sign Language Freelance Senior Trainer,879,261,https://www.udemy.com/user/colette-abi-rached/,['https://linkedin.com/Colette Abi Rached']
Deaf Instructor,Sign Language Instructor,"2,275",298,https://www.udemy.com/user/anirban-dasgupta-10/,[]
AulaGEO Academy,Specialists in GIS - BIM - LAND and Smart process training,"61,612","3,514",https://www.udemy.com/user/aulageo/,"['https://zatoca.com/z-content/', 'https://twitter.com/geofumadas', 'https://www.facebook.com/geofumadas', 'https://linkedin.com/company/78409477', 'https://www.youtube.com/channel/UCVag74Sx-AKZYT8cKyZUKoA/?sub_confirmation=1']"
Math Fortress,Fortify Your Math Knowledge,"13,326",731,https://www.udemy.com/user/mathfortress/,"['http://mathfortress.com', 'https://twitter.com/MathFortress', 'https://www.facebook.com/MathFortress', 'https://www.youtube.com/Mathfortress']"
Spatial eLearning,Learn Geospatial Data Science Skills!,"4,531",794,https://www.udemy.com/user/spatial-elearning-llc/,"['https://www.spatialelearning.com', 'https://twitter.com/https://twitter.com/SpatialeLearn', 'https://www.facebook.com/https://www.facebook.com/SpatialeLearning', 'https://www.youtube.com/https://www.youtube.com/c/spatialelearning']"
Asa Howard,Student at Baylor University,360,117,https://www.udemy.com/user/asa-howard/,['http://instagram.com/asa_howard']
Mahesh Pratapwar,Pharmaceutical R&D/Regulatory Professional,"51,740","1,341",https://www.udemy.com/user/mahesh-5365/,"['https://pharmatronikss.com', 'https://twitter.com/Pharmatroniks Jobs', 'https://www.facebook.com/https://m.facebook.com/profile.php?id=1122920608093679&ref=content_filter', 'https://linkedin.com/maheshpratapwar', 'https://www.youtube.com/https://www.youtube.com/@pharmatroniks9771']"
Kerry Mills,Expert in systematic review and meta-analysis,502,116,https://www.udemy.com/user/kerry-mills-3/,"['http://www.systematicsolutions.com.au/', 'https://linkedin.com/https://www.linkedin.com/in/kerry-mills-7971bb3/']"
David Yao,founder of Educational Video Courses Online & LEGOO Mandarin,"209,092","1,197",https://www.udemy.com/user/legoomandarindavidyao/,"['https://edeo.biz/product-category/todays-special', 'https://twitter.com/legoomandarin', 'https://www.facebook.com/groups/120054211969640/', 'https://linkedin.com/in/legoo-mandarin-david-yao-40686053/', 'https://www.youtube.com/legoomandarin']"
